玉虫</b> ◆lnWmmDoCR.<b><><>2010/09/26(日) 12:24:58.56 ID:bwzwHXw0<>【旅の概要】<br>期間：2010年9月12日～9月19日<br>ルート：東京～大阪～尾道～今治～徳島(フェリーで東京に帰還)<br><br>玉虫：男、大学生、今年3月にスノボで半月板を痛め手術<br>車種：ロードバイク(あずにゃん号)、08 Cannondale System6<br><br>【過去ログ・画像・動画集】<br>過去ログ：<br>dat版：ttp://www1.axfc.net/uploader/Sc/so/155091<br>html版：ttp://www1.axfc.net/uploader/Sc/so/155093<br><br>PASS:tamamusinyan<br>datなにそれ？な人はhtmlを落としてね！index.htmlで上から順になってるはずだから<br>※パー速のログは含みません <br><br>旅掲示板：※シロロさんありがとう！<br>ttp://tabi.shiroro.com/10/tamamushi/<br><br>画像集(＠ピカサ)：<br>ttp://picasaweb.google.co.jp/106482100541094568365/QsXwxG#<br><br>ニコニコ動画：<br>1.涼しくなったから自転車で旅行してみた～準備編～<br>ttp://www.nicovideo.jp/watch/sm12181037<br>2.涼しくなったから自転車で旅行してみた～1日目～<br>ttp://www.nicovideo.jp/watch/sm12190163<br>3.涼しくなったから自転車で旅行してみた～2日目～<br>ttp://www.nicovideo.jp/watch/sm12201381<br>4.涼しくなったから自転車で旅行してみた～3日目～<br>ttp://www.nicovideo.jp/watch/sm12225639<br><br>Youtube：※YoutubeはHD画質でうｐしてます！<br>1.涼しくなったから自転車で旅行してみた～準備編～<br>ttp://www.youtube.com/watch?v=lCbsWp7XfMg <br>2.涼しくなったから自転車で旅行してみた～1日目～<br>ttp://www.youtube.com/watch?v=ajeUHNgbNf0<br>3.涼しくなったから自転車で旅行してみた～2日目～<br>ttp://www.youtube.com/watch?v=WxdswkbTGJc<br>4.涼しくなったから自転車で旅行してみた～3日目～<br>ttp://www.youtube.com/watch?v=qanH0kUW8Fc <>【玉虫×あずにゃん】涼しくなったから自転車で旅行してみた【無事帰還】
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/20(水) 23:13:37.10 ID:ZUJrFhlAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/21(木) 07:46:25.71 ID:mZGuXjnAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/21(木) 23:24:18.34 ID:mZGuXjnAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/22(金) 02:00:16.34 ID:riyMQm8Po<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/22(金) 06:51:04.91 ID:riyMQm8Po<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/22(金) 07:53:03.85 ID:dcIXLmsAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/22(金) 23:12:27.58 ID:dcIXLmsAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/23(土) 01:20:29.86 ID:uDnQ51Eoo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/23(土) 08:00:38.33 ID:L3PUa4WAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/23(土) 23:53:25.98 ID:L3PUa4WAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/24(日) 00:13:11.31 ID:kC83W1H9o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/24(日) 07:06:34.76 ID:XLYtMu5AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/04/24(日) 07:07:23.55 ID:ZvxgLA7Ko<> おはおはー <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/24(日) 10:39:09.67 ID:kC83W1H9o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/24(日) 22:59:17.50 ID:XLYtMu5AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/25(月) 07:57:48.41 ID:8KykiaKAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2011/04/25(月) 08:42:51.56 ID:pnWrhzxDO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/25(月) 23:18:00.61 ID:8KykiaKAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/26(火) 06:35:54.26 ID:mSuAnWElo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/26(火) 07:53:54.42 ID:TZc053+AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/26(火) 23:09:51.42 ID:TZc053+AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/04/26(火) 23:10:22.95 ID:Z8EdnKZmo<> おややー <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/27(水) 01:50:52.09 ID:8pqBDCAZo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/27(水) 06:35:58.54 ID:8pqBDCAZo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/27(水) 08:09:39.96 ID:w7YQKCsAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/27(水) 08:20:32.57 ID:w7YQKCsAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/27(水) 23:13:18.67 ID:w7YQKCsAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/28(木) 02:04:00.49 ID:zIco5Lt2o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/28(木) 06:40:35.08 ID:zIco5Lt2o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/28(木) 08:13:56.08 ID:us2l1uvAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/28(木) 23:04:30.49 ID:us2l1uvAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/04/29(金) 06:32:37.58 ID:656kZaxNo<> おやすみ <br>  <br>  <br>  <br> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/29(金) 08:27:43.22 ID:O0i8SmqAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/29(金) 22:59:21.58 ID:O0i8SmqAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/30(土) 08:00:49.35 ID:VwNJ2s1AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><><>2011/04/30(土) 23:16:46.68 ID:VwNJ2s1AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/04/30(土) 23:17:07.87 ID:Y/xgpGNyo<> おっやすー <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><><>2011/04/30(土) 23:17:28.66 ID:VwNJ2s1AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><><>2011/04/30(土) 23:17:55.49 ID:VwNJ2s1AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/04/30(土) 23:18:21.79 ID:Y/xgpGNyo<> 落ち着け、落ち着くんだ！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/04/30(土) 23:18:27.41 ID:VwNJ2s1AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/01(日) 11:00:04.96 ID:1xv4okBAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/01(日) 23:05:10.13 ID:1xv4okBAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/02(月) 06:36:40.43 ID:GalFBqoho<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/02(月) 08:19:04.82 ID:nKywdq4AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/02(月) 23:12:02.27 ID:nKywdq4AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/03(火) 07:19:50.74 ID:Hg0/YKeAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/03(火) 23:13:18.07 ID:Hg0/YKeAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/04(水) 01:44:06.82 ID:cRck/KL3o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/04(水) 07:27:19.48 ID:UL/uQ48AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/04(水) 09:45:09.51 ID:cRck/KL3o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/04(水) 23:05:58.73 ID:UL/uQ48AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/05(木) 08:06:42.97 ID:D60I1iqAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/05(木) 10:10:56.52 ID:ZQKaS90Uo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/05(木) 23:03:42.50 ID:D60I1iqAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/06(金) 07:51:02.30 ID:lAwX1DhAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/06(金) 23:21:45.19 ID:lAwX1DhAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/07(土) 01:07:35.99 ID:d61giGr2o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/07(土) 06:27:14.57 ID:d61giGr2o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/07(土) 07:57:06.77 ID:eXPZqj6AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/07(土) 22:21:21.75 ID:d61giGr2o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/07(土) 22:21:37.41 ID:qhjPi0d5o<> おっやすー <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/07(土) 22:49:14.53 ID:eXPZqj6AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/08(日) 10:40:13.55 ID:UmixE163o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/08(日) 23:55:38.39 ID:eV8k26+AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/09(月) 00:59:20.21 ID:y81ZrOrmo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/09(月) 06:20:56.01 ID:y81ZrOrmo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/09(月) 08:15:57.53 ID:Y/4/EU5AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/10(火) 01:35:28.74 ID:XwZy865AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/10(火) 01:58:18.63 ID:9X57Z6/mo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/10(火) 07:37:20.48 ID:XwZy865AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/10(火) 22:50:58.46 ID:XwZy865AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/11(水) 01:40:42.04 ID:fAOU7epVo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/11(水) 08:02:17.29 ID:QxDHCSXAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/11(水) 22:53:11.82 ID:QxDHCSXAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/12(木) 01:39:05.64 ID:vHfBUfObo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/12(木) 06:22:19.92 ID:vHfBUfObo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/12(木) 07:54:00.75 ID:GqLy5glAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/12(木) 22:41:21.98 ID:GqLy5glAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/13(金) 01:20:55.24 ID:adAmHxqAo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/13(金) 06:35:31.51 ID:adAmHxqAo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/13(金) 07:50:43.93 ID:3kcvItUAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/13(金) 22:26:31.52 ID:3kcvItUAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/14(土) 00:24:06.23 ID:+rIVsx/ro<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/14(土) 06:33:41.91 ID:+rIVsx/ro<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/14(土) 07:58:19.93 ID:V88wZjxAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/14(土) 23:13:27.95 ID:+rIVsx/ro<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/14(土) 23:21:56.66 ID:V88wZjxAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/15(日) 07:49:58.13 ID:AXdmzXTAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/15(日) 22:49:45.59 ID:AXdmzXTAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/15(日) 22:50:45.80 ID:/8UZ5wRno<> おやすー <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/15(日) 22:59:23.16 ID:PqR0rdvRo<> おやす　み <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/16(月) 06:30:37.76 ID:4El7sVMFo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/16(月) 08:00:17.66 ID:mY7jM7FAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/16(月) 23:31:35.12 ID:mY7jM7FAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/17(火) 00:00:35.68 ID:yfA3jNkFo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/17(火) 07:49:08.52 ID:ggnHa/ZAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/17(火) 07:49:40.72 ID:ggnHa/ZAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/17(火) 07:50:15.80 ID:yhHa6WnTo<> おはおは <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/18(水) 02:10:19.37 ID:f3ewerjRo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/18(水) 06:27:11.30 ID:f3ewerjRo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/18(水) 08:30:35.30 ID:GLrX2B5AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/18(水) 22:47:02.00 ID:GLrX2B5AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/19(木) 01:33:56.89 ID:z7pbHs3Ho<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/19(木) 06:20:57.56 ID:z7pbHs3Ho<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/19(木) 08:01:17.17 ID:xaGx8d6AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/19(木) 22:15:41.75 ID:xaGx8d6AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/20(金) 06:23:31.57 ID:EggxqQB4o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/20(金) 06:24:26.83 ID:1qh49FwHo<> おはっはー <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/20(金) 08:00:00.50 ID:R2FfgKxAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/20(金) 23:19:32.90 ID:R2FfgKxAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/21(土) 08:12:41.63 ID:Muw2BjrAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/21(土) 08:43:00.38 ID:F5UEgDR0o<> おはよう <br>  <br> だが、ねる、おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/21(土) 23:41:43.38 ID:Muw2BjrAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/22(日) 07:02:23.47 ID:nn4+k3OAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/22(日) 08:45:58.39 ID:OcSh3hBzo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/22(日) 08:47:27.72 ID:W26jaoHho<> おはおはー <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/22(日) 22:31:44.21 ID:OcSh3hBzo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/22(日) 23:10:34.50 ID:nn4+k3OAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/23(月) 07:56:13.72 ID:P8rdsIq0o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/23(月) 08:04:41.37 ID:AmZhaTSAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/23(月) 22:39:43.30 ID:AmZhaTSAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/23(月) 23:34:33.55 ID:P8rdsIq0o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/24(火) 07:53:22.95 ID:mkxLwt3AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/24(火) 07:54:56.32 ID:iP5fSCmfo<> おはおは <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/24(火) 23:15:49.04 ID:mkxLwt3AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/25(水) 01:55:41.48 ID:geCTd6b8o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/25(水) 06:27:12.18 ID:geCTd6b8o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/25(水) 08:00:04.51 ID:+y26xsbAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/25(水) 08:00:55.64 ID:UjQGrVtNo<> おははー <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/25(水) 22:42:23.76 ID:+y26xsbAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/26(木) 02:00:37.77 ID:yoyCk6Yno<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/26(木) 06:25:02.49 ID:yoyCk6Yno<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/26(木) 06:44:14.49 ID:3w+t56YAo<> はろはろー <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/26(木) 07:49:44.42 ID:HyDkIZyAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/26(木) 23:03:40.43 ID:HyDkIZyAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/27(金) 01:58:50.54 ID:vhTD2MNqo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/27(金) 06:28:38.06 ID:vhTD2MNqo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/27(金) 08:01:56.17 ID:WanOjntAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/27(金) 08:02:18.62 ID:I32ebS0ko<> おはよー <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/27(金) 23:56:40.79 ID:vhTD2MNqo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/28(土) 03:26:37.16 ID:q3x2036AO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/28(土) 08:06:46.06 ID:q3x2036AO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/28(土) 10:21:19.77 ID:af/AmtOTo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/28(土) 10:23:46.84 ID:TOu8QK4qo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/29(日) 08:24:21.50 ID:bo/VnE8So<> おはよう <br>  <br> でも、おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/29(日) 10:51:41.79 ID:es4Dp4RAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/29(日) 22:42:45.72 ID:es4Dp4RAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/30(月) 07:48:20.86 ID:5rlRlAzAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/31(火) 00:02:48.05 ID:d/nHJ0LAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/05/31(火) 06:33:50.82 ID:NbsgfDd4o<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/31(火) 08:04:13.79 ID:d/nHJ0LAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/05/31(火) 08:05:23.27 ID:TNHVX8SOo<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/05/31(火) 22:36:17.69 ID:d/nHJ0LAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/01(水) 01:56:42.22 ID:sPwWavSVo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/01(水) 07:45:19.23 ID:Uo481JZAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/01(水) 23:28:20.05 ID:Uo481JZAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/02(木) 01:41:25.07 ID:x5nHxaHBo<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(大阪府)<b><>sage<>2011/06/02(木) 02:36:22.03 ID:CXyRLcgC0<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/02(木) 07:51:51.26 ID:SYOHuogAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/02(木) 07:52:21.58 ID:AZLUqiLko<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/02(木) 23:06:21.30 ID:SYOHuogAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/03(金) 02:05:43.58 ID:pdLsl9F4o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/03(金) 05:13:22.39 ID:pdLsl9F4o<> おはよう <br>  <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/03(金) 07:56:52.59 ID:LyhHg1bAO<> おはよう <>
以下、VIPにかわりましてパー速民がお送りします</b>(山陽)<b><>sage<>2011/06/03(金) 22:58:44.02 ID:LyhHg1bAO<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><>sage<>2011/06/03(金) 22:59:47.47 ID:c+17CeW0o<> おやすみ <>
以下、VIPにかわりましてパー速民がお送りします</b>(新潟県)<b><>sage<>2011/06/04(土) 02:05:00.86 ID:X0FuyDQ3o<> おやすみ <>
